,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,log10_pvalue
KCNE5,0.9926,0.007399999999999962,4.8988464216673355,1.0246079e-06,1.9902203e-05,0.0,0.25,-4.358987,-4.499541,1.5506948,-10.393203,3.1697273,0.0007782101,0.06153846,0.0007782101167315176,0.05641025641025641,0.009478808,0.24310066,True,NK cell vs cDC,NK cell,cDC,2.130768280269026
GABARAP,0.9926,0.007399999999999962,4.8988464216673355,0.002035177,0.0058610043,0.0,0.25,-1.5247376,-1.5604527,0.39940602,-3.3348489,1.653799,1.3486382,15.553846,0.708171206225681,0.9897435897435898,18.921444,58.576866,True,NK cell vs cDC,NK cell,cDC,2.130768280269026
EVI5,0.9926,0.007399999999999962,4.8988464216673355,1.2913348e-05,8.260582e-05,0.0,0.25,-2.9226685,-2.9391017,1.3348235,-7.5139465,6.4447155,0.007782101,0.22564103,0.007003891050583658,0.19487179487179487,0.07081812,0.8631163,True,NK cell vs cDC,NK cell,cDC,2.130768280269026
DUSP14,0.9926,0.007399999999999962,4.8988464216673355,7.816665e-05,7.745683e-06,0.0,0.25,3.6731582,3.8168383,1.2485299,-2.3282404,7.0511274,0.051361866,0.025641026,0.05058365758754864,0.02564102564102564,0.8075463,0.18246186,True,NK cell vs cDC,NK cell,cDC,2.130768280269026
PPP1R3G,0.9924,0.007600000000000051,4.871976698813327,3.5298768e-07,5.3806334e-06,0.0,0.25,-3.9849331,-4.005474,1.782541,-10.631348,5.2943916,0.0,0.020512821,0.0,0.020512820512820513,0.0,0.04692154,True,NK cell vs cDC,NK cell,cDC,2.1191864077192055
ZDBF2,0.9924,0.007600000000000051,4.871976698813327,2.1054115e-05,1.8440904e-06,0.0,0.25,3.9397972,4.051767,1.587406,-3.639985,8.88297,0.0116731515,0.0,0.011673151750972763,0.0,0.16888092,0.0,True,NK cell vs cDC,NK cell,cDC,2.1191864077192055
AC025048.4,0.9924,0.007600000000000051,4.871976698813327,6.96572e-07,4.4878318e-05,0.0,0.25,-5.449698,-5.6206365,2.1316063,-11.453772,2.8812714,0.0015564202,0.12307692,0.0015564202334630351,0.08717948717948718,0.017501593,0.3897136,True,NK cell vs cDC,NK cell,cDC,2.1191864077192055
HLA-B,0.9922,0.007800000000000029,4.845799694199552,0.02981514,0.011520341,0.0,0.25,1.3818835,1.4360564,0.36453283,-0.40785885,2.4242907,23.46537,32.51795,1.0,1.0,342.83456,122.63215,True,NK cell vs cDC,NK cell,cDC,2.107905397309518
PTPRC,0.992,0.008000000000000007,4.820280325686463,0.004678816,0.0015433232,0.0,0.25,1.5913763,1.580807,0.52594864,-0.6100788,3.9410744,3.3066149,4.3230767,0.935408560311284,0.9333333333333333,49.906895,16.75627,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
LINC02182,0.992,0.008000000000000007,4.820280325686463,2.1152758e-07,1.9451492e-05,0.0,0.25,-6.557272,-6.8307467,2.5022159,-14.643597,6.0626087,0.0,0.056410257,0.0,0.05128205128205128,0.0,0.21657698,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
AC006059.1,0.992,0.008000000000000007,4.820280325686463,4.050122e-07,3.912566e-06,0.0,0.25,-3.4418507,-3.4359512,1.5757076,-9.302114,4.7300644,0.0,0.010256411,0.0,0.010256410256410256,0.0,0.060024243,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
CALM1,0.992,0.008000000000000007,4.820280325686463,0.0040591476,0.0015013727,0.0,0.25,1.4391199,1.4536853,0.47929987,-0.34502983,3.2340817,3.0428016,4.4,0.8949416342412452,0.8923076923076924,42.331646,15.123555,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
S100Z,0.992,0.008000000000000007,4.820280325686463,8.928763e-06,7.023386e-05,0.0,0.25,-3.3584168,-3.3706388,1.5106363,-8.457692,5.3453445,0.005447471,0.1948718,0.005447470817120622,0.17435897435897435,0.05081086,0.82446605,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
PMP22,0.992,0.008000000000000007,4.820280325686463,1.6139529e-06,1.52837e-05,0.0,0.25,-3.3730512,-3.373753,1.4209906,-9.118833,2.3691196,0.0015564202,0.041025642,0.0015564202334630351,0.041025641025641026,0.013701858,0.12763621,True,NK cell vs cDC,NK cell,cDC,2.0969100130080562
SPTBN1,0.9918,0.008199999999999985,4.795386110356055,0.00019988859,2.9599076e-05,0.0,0.25,2.9099352,2.9019952,1.0540334,-1.4911509,6.8703156,0.14319067,0.10769231,0.133852140077821,0.09743589743589744,1.9836175,0.37334728,True,NK cell vs cDC,NK cell,cDC,2.086186147616284
AC130371.2,0.9918,0.008199999999999985,4.795386110356055,4.5653573e-07,5.5267187e-06,0.0,0.25,-3.919808,-3.9250336,1.85925,-10.069351,6.0074024,0.0007782101,0.020512821,0.0007782101167315176,0.015384615384615385,0.0028013322,0.067887135,True,NK cell vs cDC,NK cell,cDC,2.086186147616284
GNLY,0.9914,0.008600000000000052,4.74735472962373,0.013928332,8.085949e-05,0.0,0.25,6.489125,6.757238,2.9514976,-4.2724104,13.710957,10.6280155,0.2820513,0.5182879377431907,0.11282051282051282,147.12953,0.8511133,True,NK cell vs cDC,NK cell,cDC,2.0655015487564294
TBC1D12,0.9914,0.008600000000000052,4.74735472962373,4.964616e-06,3.5823316e-05,0.0,0.25,-3.1318762,-3.1911721,1.2957029,-7.755185,5.062681,0.0038910506,0.0974359,0.0031128404669260703,0.09230769230769231,0.054603525,0.34664708,True,NK cell vs cDC,NK cell,cDC,2.0655015487564294
AIFM3,0.9912,0.00880000000000003,4.724163482556559,3.5717778e-06,3.2850938e-05,0.0,0.25,-3.3947098,-3.4140239,1.5429615,-10.00213,3.7606258,0.0015564202,0.08717949,0.0015564202334630351,0.08717948717948718,0.021049287,0.30349132,True,NK cell vs cDC,NK cell,cDC,2.05551732784983
TRPC6,0.9912,0.00880000000000003,4.724163482556559,4.0719937e-07,9.31061e-06,0.0,0.25,-4.4901814,-4.674115,1.8721571,-10.3449745,3.2650013,0.0,0.020512821,0.0,0.020512820512820513,0.0,0.06548988,True,NK cell vs cDC,NK cell,cDC,2.05551732784983
MYO1E,0.9912,0.00880000000000003,4.724163482556559,6.1553988e-06,6.292469e-05,0.0,0.25,-3.651377,-3.6706748,1.6020314,-9.837916,4.899681,0.0015564202,0.15897436,0.0015564202334630351,0.14358974358974358,0.0195203,0.53207153,True,NK cell vs cDC,NK cell,cDC,2.05551732784983
MIOX,0.991,0.009000000000000008,4.701488855974091,3.0260064e-06,2.9289922e-07,0.0,0.25,3.4904015,3.5813627,1.5338526,-3.625496,8.422233,0.0007782101,0.0,0.0007782101167315176,0.0,0.00992615,0.0,True,NK cell vs cDC,NK cell,cDC,2.045757490560675
KCTD15,0.9908,0.009199999999999986,4.679308136697134,1.9751803e-06,1.88116e-05,0.0,0.25,-3.7522516,-3.8142471,1.6010523,-9.808747,2.5102148,0.0007782101,0.041025642,0.0007782101167315176,0.041025641025641026,0.005011012,0.15756924,True,NK cell vs cDC,NK cell,cDC,2.0362121726544453
ADAMTS6,0.9908,0.009199999999999986,4.679308136697134,2.0366426e-05,2.6720977e-06,0.0,0.25,3.9012527,4.0736356,1.7344786,-5.4867363,8.325488,0.013229572,0.0,0.013229571984435798,0.0,0.20760725,0.0,True,NK cell vs cDC,NK cell,cDC,2.0362121726544453
LINC02356,0.9908,0.009199999999999986,4.679308136697134,3.1271168e-06,5.4800123e-05,0.0,0.25,-4.2410865,-4.3207974,1.6852486,-10.052966,4.0215416,0.0023346303,0.13846155,0.0023346303501945525,0.11794871794871795,0.03469203,0.4987509,True,NK cell vs cDC,NK cell,cDC,2.0362121726544453
LRRC34,0.9908,0.009199999999999986,4.679308136697134,1.216006e-06,1.04016935e-05,0.0,0.25,-3.2141442,-3.2505522,1.3868481,-8.265934,4.6397953,0.0007782101,0.020512821,0.0007782101167315176,0.020512820512820513,0.01809791,0.07117599,True,NK cell vs cDC,NK cell,cDC,2.0362121726544453
LTBR,0.9906,0.009399999999999964,4.6576000771438535,2.4902876e-05,0.00013309099,0.0,0.25,-2.6482415,-2.71843,1.1729368,-6.6931734,4.7911882,0.014007783,0.43589744,0.013229571984435798,0.3487179487179487,0.18442897,1.5517908,True,NK cell vs cDC,NK cell,cDC,2.026872146400303
DAGLA,0.9906,0.009399999999999964,4.6576000771438535,4.674947e-07,4.3630853e-06,0.0,0.25,-3.3912516,-3.3866882,1.4065676,-9.605215,2.3557243,0.0,0.010256411,0.0,0.010256410256410256,0.0,0.032861948,True,NK cell vs cDC,NK cell,cDC,2.026872146400303
ANKMY1,0.9906,0.009399999999999964,4.6576000771438535,6.1232844e-05,1.043339e-05,0.0,0.25,2.7780573,2.8576531,1.0346502,-3.059599,5.886409,0.036575876,0.025641026,0.036575875486381325,0.02564102564102564,0.5339393,0.08800898,True,NK cell vs cDC,NK cell,cDC,2.026872146400303
BICC1,0.9904,0.009600000000000053,4.636344771887343,5.297254e-07,5.37099e-06,0.0,0.25,-3.4260492,-3.4479475,1.5090033,-11.156222,2.6554909,0.0,0.015384615,0.0,0.015384615384615385,0.0,0.059521265,True,NK cell vs cDC,NK cell,cDC,2.0177287669604294
POU5F1,0.99,0.010000000000000009,4.5951188602360995,4.0037935e-06,7.268811e-07,0.0,0.25,2.7860913,2.8522701,1.2197713,-3.3395805,6.740484,0.0031128405,0.0,0.0031128404669260703,0.0,0.04405387,0.0,True,NK cell vs cDC,NK cell,cDC,1.9999999999999996
BATF3,0.99,0.010000000000000009,4.5951188602360995,9.001147e-06,0.00019331291,0.0,0.25,-4.104121,-4.1560616,1.992398,-10.650611,4.8142138,0.0031128405,0.7692308,0.0023346303501945525,0.3641025641025641,0.049101993,2.3943214,True,NK cell vs cDC,NK cell,cDC,1.9999999999999996
CNTLN,0.99,0.010000000000000009,4.5951188602360995,7.404333e-06,4.8250648e-05,0.0,0.25,-3.0269425,-2.9938388,1.4438683,-8.733924,5.0461693,0.0038910506,0.14358975,0.0038910505836575876,0.12307692307692308,0.03856228,0.5441422,True,NK cell vs cDC,NK cell,cDC,1.9999999999999996
PHETA1,0.99,0.010000000000000009,4.5951188602360995,9.193505e-06,6.884361e-05,0.0,0.25,-2.974518,-3.0953298,1.3871771,-6.7756386,5.150284,0.005447471,0.18461539,0.005447470817120622,0.15384615384615385,0.06305155,0.6306425,True,NK cell vs cDC,NK cell,cDC,1.9999999999999996
CCDC26,0.9898,0.010199999999999987,4.575114211938937,3.1594373e-06,4.7506775e-05,0.0,0.25,-3.9257538,-4.08253,1.9588073,-10.7789545,6.0050163,0.0038910506,0.13333334,0.0038910505836575876,0.11282051282051282,0.08730413,0.39563724,True,NK cell vs cDC,NK cell,cDC,1.991399828238083
ERG,0.9898,0.010199999999999987,4.575114211938937,2.0252058e-07,7.223615e-06,0.0,0.25,-5.696114,-5.8882704,2.5054686,-14.505041,6.501787,0.0,0.020512821,0.0,0.020512820512820513,0.0,0.09376651,True,NK cell vs cDC,NK cell,cDC,1.991399828238083
PTGFRN,0.9896,0.010399999999999965,4.555494063498048,6.780682e-07,1.043898e-05,0.0,0.25,-4.059677,-4.1726303,1.8181603,-10.102137,5.112255,0.0,0.025641026,0.0,0.02564102564102564,0.0,0.10294407,True,NK cell vs cDC,NK cell,cDC,1.982966660701221
TRIM47,0.9894,0.010600000000000054,4.536243764386936,2.0953614e-05,1.7865592e-06,0.0,0.25,3.819897,3.9961357,1.6125045,-4.1213923,8.604261,0.013229572,0.0,0.013229571984435798,0.0,0.18472575,0.0,True,NK cell vs cDC,NK cell,cDC,1.9746941347352276
HYMAI,0.9894,0.010600000000000054,4.536243764386936,2.2710187e-06,1.40089915e-05,0.0,0.25,-2.66658,-2.730689,1.0386375,-7.1086636,2.0530949,0.0015564202,0.035897437,0.0015564202334630351,0.035897435897435895,0.01124667,0.13735628,True,NK cell vs cDC,NK cell,cDC,1.9746941347352276
AC138207.9,0.9892,0.010800000000000032,4.517349485700766,1.8082918e-07,1.4810798e-06,0.0,0.25,-3.3921633,-3.4475403,1.7756511,-8.998695,8.074486,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.030488733,True,NK cell vs cDC,NK cell,cDC,1.966576244513049
TRAV13-1,0.9886,0.011399999999999966,4.462675578395129,2.2348574e-06,2.5567192e-07,0.0,0.25,3.265717,3.3230152,1.5096266,-4.006113,9.071329,0.0023346303,0.0,0.0023346303501945525,0.0,0.023142144,0.0,True,NK cell vs cDC,NK cell,cDC,1.9430951486635286
TMEM8B,0.9882,0.011800000000000033,4.427784737602169,9.475539e-06,8.658678e-05,0.0,0.25,-3.4097621,-3.4522882,1.6423893,-8.091694,2.819951,0.006225681,0.2871795,0.0062256809338521405,0.2358974358974359,0.08526832,1.031867,True,NK cell vs cDC,NK cell,cDC,1.9281179926938734
SLC41A2,0.9882,0.011800000000000033,4.427784737602169,1.8303041e-06,4.994842e-05,0.0,0.25,-4.7288227,-4.9386086,2.4226553,-12.383529,6.8283386,0.0015564202,0.17948718,0.0015564202334630351,0.14358974358974358,0.027115418,0.6125949,True,NK cell vs cDC,NK cell,cDC,1.9281179926938734
CEP126,0.9882,0.011800000000000033,4.427784737602169,4.7722988e-05,4.255632e-06,0.0,0.25,3.7842116,3.958344,1.4811586,-3.112544,7.5113,0.030350195,0.015384615,0.029571984435797664,0.005128205128205128,0.3883268,0.068865776,True,NK cell vs cDC,NK cell,cDC,1.9281179926938734
PAFAH2,0.9882,0.011800000000000033,4.427784737602169,8.8759574e-05,1.4265072e-05,0.0,0.25,2.5950716,2.6262922,1.1329418,-2.8261566,5.9717636,0.055252917,0.025641026,0.053696498054474705,0.02564102564102564,0.8132791,0.087629326,True,NK cell vs cDC,NK cell,cDC,1.9281179926938734
RTN1,0.9876,0.012399999999999967,4.3775804885343055,1.7852939e-05,0.00020656583,0.0,0.25,-3.6911304,-3.8774977,1.5473529,-7.792322,4.175042,0.010894942,0.50769234,0.010894941634241245,0.36923076923076925,0.1471653,1.8894747,True,NK cell vs cDC,NK cell,cDC,1.9065783148377662
CIRBP,0.9876,0.012399999999999967,4.3775804885343055,0.0029554297,0.0011357185,0.0,0.25,1.4586371,1.5434518,0.5493135,-1.5155435,2.6893625,2.2389104,2.7589743,0.8614785992217899,0.8974358974358975,32.276257,12.319587,True,NK cell vs cDC,NK cell,cDC,1.9065783148377662
P3H2,0.9874,0.012599999999999945,4.361377628344464,4.3844798e-07,1.502136e-05,0.0,0.25,-5.009615,-5.028056,2.5671182,-13.746374,4.8843174,0.0,0.051282052,0.0,0.05128205128205128,0.0,0.15359327,True,NK cell vs cDC,NK cell,cDC,1.899629454882439
Z99127.4,0.9872,0.012800000000000034,4.345426711105514,4.910534e-05,8.195761e-06,0.0,0.25,2.8123071,2.9077845,1.133385,-3.0068111,6.9125214,0.028793775,0.010256411,0.028793774319066146,0.010256410256410256,0.48858377,0.031797063,True,NK cell vs cDC,NK cell,cDC,1.8927900303521306
NAGA,0.9872,0.012800000000000034,4.345426711105514,7.6567856e-05,0.00031443458,0.0,0.25,-2.1800523,-2.2068472,0.9712553,-5.5305147,2.8079767,0.05291829,0.8051282,0.052140077821011675,0.49743589743589745,0.82647455,2.799728,True,NK cell vs cDC,NK cell,cDC,1.8927900303521306
CTSV,0.987,0.013000000000000012,4.329719922873182,1.1211488e-06,2.2225071e-05,0.0,0.25,-4.2812576,-4.4292545,2.1531522,-12.243782,4.281185,0.0007782101,0.06666667,0.0007782101167315176,0.05641025641025641,0.008332014,0.19677001,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
TRAF3IP2,0.987,0.013000000000000012,4.329719922873182,4.762463e-05,1.1063166e-05,0.0,0.25,2.389945,2.526906,1.0415448,-3.1170769,5.461812,0.032684825,0.03076923,0.0311284046692607,0.03076923076923077,0.416865,0.09274692,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
SLC4A3,0.987,0.013000000000000012,4.329719922873182,1.1337037e-06,3.8845264e-05,0.0,0.25,-4.997037,-5.1933436,2.6828594,-13.750665,4.6128273,0.0,0.14871795,0.0,0.11794871794871795,0.0,0.45955485,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
FAM227B,0.987,0.013000000000000012,4.329719922873182,2.9049921e-05,5.1366883e-06,0.0,0.25,2.4479473,2.4601822,1.0688438,-1.8139687,6.1833534,0.020233463,0.010256411,0.019455252918287938,0.010256410256410256,0.30247325,0.029414553,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
AC006252.1,0.987,0.013000000000000012,4.329719922873182,4.487781e-06,6.153368e-07,0.0,0.25,3.102793,3.185007,1.4261818,-3.4101715,7.474024,0.0007782101,0.0,0.0007782101167315176,0.0,0.015023361,0.0,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
ECHDC3,0.987,0.013000000000000012,4.329719922873182,3.3821982e-06,2.6858339e-05,0.0,0.25,-3.167113,-3.2468953,1.4742086,-9.299807,3.8928928,0.0023346303,0.092307694,0.0023346303501945525,0.08717948717948718,0.016521158,0.28710192,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
KCNK6,0.987,0.013000000000000012,4.329719922873182,7.6017495e-05,0.00047171803,0.0,0.25,-2.63687,-2.766039,0.94535774,-5.459298,2.326685,0.055252917,1.1333333,0.05058365758754864,0.6051282051282051,0.68327856,4.065033,True,NK cell vs cDC,NK cell,cDC,1.8860566476931628
TICAM2,0.9864,0.013599999999999945,4.28399143395216,1.0850681e-05,6.853708e-05,0.0,0.25,-2.836877,-2.8591905,1.304575,-7.249427,3.5074492,0.006225681,0.14871795,0.0062256809338521405,0.13333333333333333,0.057418723,0.8969356,True,NK cell vs cDC,NK cell,cDC,1.8664610916297841
FTH1,0.9864,0.013599999999999945,4.28399143395216,0.009373828,0.021633152,0.0,0.25,-1.2253959,-1.2284884,0.43202695,-2.8887553,1.0408301,5.959533,55.11795,0.9750972762645914,1.0,83.859406,204.10703,True,NK cell vs cDC,NK cell,cDC,1.8664610916297841
AC004817.3,0.9862,0.013800000000000034,4.269189867129377,1.0535401e-05,0.00019610256,0.0,0.25,-4.090136,-4.2573347,2.2146761,-10.430736,4.6589785,0.0070038913,0.61025643,0.007003891050583658,0.3641025641025641,0.12879987,2.1140869,True,NK cell vs cDC,NK cell,cDC,1.8601209135987624
PLBD1-AS1,0.986,0.014000000000000012,4.254598320843905,5.4082614e-07,4.531788e-06,0.0,0.25,-3.3939517,-3.4728947,1.7444308,-9.58692,6.4993114,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.0028013322,0.04613797,True,NK cell vs cDC,NK cell,cDC,1.8538719643217616
MILR1,0.986,0.014000000000000012,4.254598320843905,2.9598183e-05,0.00012545277,0.0,0.25,-2.147088,-2.1296492,1.0153004,-6.385723,2.987152,0.009338521,0.25128207,0.00933852140077821,0.23076923076923078,0.12526748,0.8527267,True,NK cell vs cDC,NK cell,cDC,1.8538719643217616
BOLA3-AS1,0.986,0.014000000000000012,4.254598320843905,1.4294015e-05,2.3484765e-06,0.0,0.25,2.7681231,2.8878207,1.1803883,-2.8907385,6.341316,0.010894942,0.0,0.010116731517509728,0.0,0.1576826,0.0,True,NK cell vs cDC,NK cell,cDC,1.8538719643217616
FOXP3,0.986,0.014000000000000012,4.254598320843905,9.289524e-06,2.6998163e-07,0.0,0.25,4.5101895,4.4801455,2.5398343,-4.646456,15.585481,0.006225681,0.0,0.005447470817120622,0.0,0.13117872,0.0,True,NK cell vs cDC,NK cell,cDC,1.8538719643217616
GFRA2,0.9858,0.01419999999999999,4.240210835583005,1.6641127e-06,2.7189175e-05,0.0,0.25,-3.8219519,-3.8720722,2.113592,-10.917413,6.311493,0.0007782101,0.0974359,0.0007782101167315176,0.07692307692307693,0.003746799,0.29397988,True,NK cell vs cDC,NK cell,cDC,1.8477116556169437
LAYN,0.9856,0.014399999999999968,4.226021701899203,1.1044522e-06,2.3585277e-05,0.0,0.25,-4.235882,-4.5194926,2.2617536,-10.815657,5.1126366,0.0007782101,0.07692308,0.0007782101167315176,0.07179487179487179,0.008252493,0.27894732,True,NK cell vs cDC,NK cell,cDC,1.8416375079047513
C2orf81,0.9856,0.014399999999999968,4.226021701899203,6.263028e-06,3.3423737e-05,0.0,0.25,-2.5269825,-2.5269494,1.1139449,-6.3358536,1.6534882,0.006225681,0.08717949,0.0062256809338521405,0.07692307692307693,0.066361174,0.370915,True,NK cell vs cDC,NK cell,cDC,1.8416375079047513
SMYD3,0.9856,0.014399999999999968,4.226021701899203,0.00011805688,2.3590866e-05,0.0,0.25,2.3560617,2.3677583,0.9359384,-1.271472,5.2160892,0.080933854,0.092307694,0.07937743190661478,0.08717948717948718,1.0748768,0.31398427,True,NK cell vs cDC,NK cell,cDC,1.8416375079047513
LINC02482,0.9856,0.014399999999999968,4.226021701899203,6.2497915e-05,1.6468177e-05,0.0,0.25,1.9554701,2.0023298,0.79301834,-2.4778795,4.135151,0.033463035,0.041025642,0.030350194552529183,0.041025641025641026,0.48666787,0.24030004,True,NK cell vs cDC,NK cell,cDC,1.8416375079047513
TRIM32,0.9854,0.014599999999999946,4.212025446612466,2.2007296e-05,4.699866e-06,0.0,0.25,2.6263816,2.6989107,1.3869578,-5.370737,7.202304,0.014007783,0.0051282053,0.014007782101167316,0.005128205128205128,0.18805489,0.01909235,True,NK cell vs cDC,NK cell,cDC,1.8356471442155644
DLGAP4-AS1,0.985,0.015000000000000013,4.184590783555717,5.012871e-06,7.0157716e-07,0.0,0.25,2.819443,2.8590755,1.389576,-3.8219204,7.9965506,0.0023346303,0.0051282053,0.0023346303501945525,0.005128205128205128,0.02700399,0.017634818,True,NK cell vs cDC,NK cell,cDC,1.8239087409443184
AC099518.5,0.985,0.015000000000000013,4.184590783555717,4.3799622e-07,2.5123784e-06,0.0,0.25,-2.8176956,-2.8073578,1.4099566,-8.021202,5.0382137,0.0,0.0,0.0,0.0,0.0,0.0,True,NK cell vs cDC,NK cell,cDC,1.8239087409443184
CCNE2,0.985,0.015000000000000013,4.184590783555717,3.8120347e-06,3.2739158e-07,0.0,0.25,3.2158394,3.2475262,1.5993022,-3.4045372,8.174601,0.0038910506,0.0,0.0038910505836575876,0.0,0.044053096,0.0,True,NK cell vs cDC,NK cell,cDC,1.8239087409443184
BTG1,0.9848,0.015199999999999991,4.171142499277839,0.006585762,0.0018027733,0.0,0.25,1.9770608,2.0074582,0.835332,-1.4942322,4.717406,4.6902723,4.697436,0.9447470817120622,0.9179487179487179,67.89938,19.131405,True,NK cell vs cDC,NK cell,cDC,1.8181564120552276
CEACAM3,0.9846,0.01539999999999997,4.157867318710489,1.0402954e-06,5.2132027e-06,0.0,0.25,-2.874138,-2.8426619,1.6793501,-8.527512,7.521965,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.0030327751,0.04989793,True,NK cell vs cDC,NK cell,cDC,1.8124792791635378
SOWAHD,0.9838,0.016199999999999992,4.106410775003809,6.374559e-06,4.944773e-05,0.0,0.25,-3.1699185,-3.1936522,1.5892905,-8.500147,3.3596897,0.0023346303,0.10769231,0.0023346303501945525,0.08717948717948718,0.024449483,0.33901748,True,NK cell vs cDC,NK cell,cDC,1.7904849854573692
AC002044.1,0.9838,0.016199999999999992,4.106410775003809,4.002479e-07,3.5234502e-06,0.0,0.25,-3.2327867,-3.3499002,1.5301192,-8.771332,3.8441105,0.0,0.015384615,0.0,0.015384615384615385,0.0,0.05102731,True,NK cell vs cDC,NK cell,cDC,1.7904849854573692
ZNF550,0.9836,0.01639999999999997,4.093937375922709,3.883077e-05,8.9906935e-06,0.0,0.25,2.680044,2.819604,1.4132429,-4.8295755,6.3477983,0.021789884,0.010256411,0.02178988326848249,0.010256410256410256,0.4049992,0.037006408,True,NK cell vs cDC,NK cell,cDC,1.785156151952303
FP700111.1,0.9836,0.01639999999999997,4.093937375922709,4.5725108e-07,4.0023924e-06,0.0,0.25,-3.4356406,-3.4743652,1.9208869,-10.3800125,6.798546,0.0,0.015384615,0.0,0.015384615384615385,0.0,0.05075843,True,NK cell vs cDC,NK cell,cDC,1.785156151952303
