Geneid,DZQV_mDC_rep4,925L_mDC_rep2,9JD4_mDC_rep1,G4YW_mDC_rep3,DZQV_NK_rep4,925L_NK_rep2,9JD4_NK_rep1,G4YW_NK_rep3
AC011481.2,0,0,1,0,0,0,0,0
TOMM40,246,139,554,160,49,122,154,179
APOE,0,0,1,0,0,0,0,7
APOC1,0,0,1,5,0,0,0,0
APOC4,0,0,0,0,0,0,0,0
APOC2,0,0,0,0,0,0,0,1
AC011481.1,0,0,0,0,0,0,0,4
CLPTM1,1121,664,1358,599,493,1980,1043,1987
RELB,235,376,673,192,27,164,76,80
CLASRP,406,325,573,307,226,429,316,438
ZNF296,226,195,276,274,107,111,102,129
GEMIN7-AS1,5,1,2,0,4,14,1,4
GEMIN7,58,38,72,52,27,34,40,87
MARK4,75,41,57,42,36,58,54,68
PPP1R37,8,4,9,17,3,11,20,21
AC005757.1,0,27,3,13,3,10,3,20
NKPD1,1,3,0,6,0,13,5,2
TRAPPC6A,135,146,159,168,99,81,99,183
BLOC1S3,140,259,206,255,229,353,328,503
EXOC3L2,0,0,2,0,0,0,0,0
CKM,0,1,1,0,0,0,0,0
KLC3,0,0,0,0,0,2,0,0
ERCC2,454,537,518,420,267,230,212,354
PPP1R13L,6,8,19,8,0,26,1,18
CD3EAP,36,35,32,78,4,19,4,0
ERCC1,1210,1373,1317,1161,436,430,470,688
FOSB,16158,21358,9841,6993,1935,2310,990,1389
RTN2,6,1,14,9,7,8,2,3
PPM1N,10,46,12,10,102,106,74,139
VASP,615,652,1397,223,111,593,224,474
OPA3,325,268,321,275,138,238,273,325
GPR4,2,0,0,0,0,0,0,0
EML2,491,168,424,426,670,1165,1099,1048
EML2-AS1,0,0,0,0,0,0,0,0
GIPR,630,715,963,676,100,178,150,378
SNRPD2,120,383,305,193,142,168,156,181
QPCTL,76,22,80,57,55,50,38,68
FBXO46,23,62,25,33,39,64,44,68
BHMG1,0,0,0,0,0,0,0,0
SIX5,0,5,0,0,0,2,1,5
AC074212.1,0,0,0,0,0,0,0,2
DM1-AS,0,7,0,0,0,8,5,6
DMPK,20,3,10,2,57,109,101,170
DMWD,15,25,12,11,99,142,83,233
RSPH6A,0,0,0,0,0,0,0,0
SYMPK,1031,750,1396,744,363,829,647,726
AC092301.1,2,1,0,0,0,3,0,1
FOXA3,0,0,0,0,0,0,0,3
IRF2BP1,19,60,25,29,6,43,34,23
MYPOP,8,15,10,6,1,0,1,7
NANOS2,0,0,0,0,0,0,0,0
NOVA2,0,0,1,0,0,0,0,2
CCDC61,9,2,7,6,16,18,11,40
PGLYRP1,0,0,0,0,6,4,1,6
AC007785.3,0,10,2,4,3,3,0,0
IGFL4,0,0,0,0,0,0,0,0
AC007785.1,0,0,0,0,0,0,0,0
IGFL3,0,0,0,0,0,0,0,0
IGFL2,0,0,0,0,0,0,0,0
AC006262.2,0,0,0,0,0,0,0,0
IGFL2-AS1,0,0,0,0,0,0,0,0
AC006262.1,0,0,0,0,0,0,0,0
AC006262.3,0,0,0,0,0,0,0,0
IGFL1,0,0,0,0,0,0,0,0
HIF3A,1,0,0,0,19,1,1,2
AC007193.2,0,0,0,0,0,0,0,0
PPP5C,883,839,854,574,1431,1138,1156,1419
AC007193.1,0,0,0,0,0,0,0,0
AC007193.3,0,0,0,0,0,0,0,0
CCDC8,0,0,0,0,0,0,0,0
PNMA8C,0,0,0,0,2,0,0,0
PNMA8A,0,0,0,0,0,0,0,0
PPP5D1,21,1,17,22,41,33,0,9
PNMA8B,1,0,0,3,0,0,0,0
AC011484.1,0,0,4,3,0,0,0,0
AC093503.1,0,0,0,0,0,1,0,4
CALM3,1093,989,968,831,1340,1608,1260,1514
AC093503.2,0,0,0,0,0,0,0,0
PTGIR,349,354,303,692,10,0,0,7
GNG8,0,0,0,0,0,0,0,0
DACT3,0,1,0,7,0,0,0,0
DACT3-AS1,0,0,0,0,0,1,0,3
PRKD2,85,186,66,52,424,765,477,883
STRN4,386,554,478,508,275,361,210,346
AC008635.1,12,14,0,11,0,3,0,0
FKRP,148,81,150,115,42,119,68,181
SLC1A5,2984,2683,3522,3027,486,519,453,872
AC008622.2,0,0,2,1,0,0,0,0
AP2S1,464,528,467,379,70,72,66,114
ARHGAP35,234,272,278,275,213,739,513,618
NPAS1,0,0,2,1,0,3,2,1
TMEM160,6,30,50,23,17,39,46,75
ZC3H4,125,320,309,235,208,181,193,289
SAE1,1203,914,1082,785,1178,1417,1183,1451
BBC3,44,49,27,22,19,37,29,43
AC008532.1,3,0,0,0,0,0,0,0
CCDC9,229,176,101,78,127,66,103,134
INAFM1,14,15,7,12,3,2,4,11
C5AR1,165,369,57,234,3,13,13,18
C5AR2,28,13,0,35,1,4,46,15
DHX34,381,256,261,259,132,456,261,474
MEIS3,0,0,0,0,0,0,0,0
SLC8A2,0,0,0,0,0,0,0,0
AC073548.2,9,0,7,8,0,7,0,18
KPTN,91,147,130,70,33,45,48,40
NAPA-AS1,6,0,6,9,0,51,7,8
NAPA,3168,1591,2284,1639,1944,1265,1374,1924
ZNF541,0,0,5,0,12,14,3,14
AC010519.1,1,0,0,0,0,0,2,0
AC010331.1,0,0,3,0,4,2,0,3
BICRA,9,33,9,3,10,6,10,3
BICRA-AS1,3,1,0,0,0,7,25,12
EHD2,0,0,4,0,0,0,0,0
NOP53,638,675,1412,371,238,507,381,521
NOP53-AS1,0,1,0,0,0,0,2,0
SELENOW,170,253,252,180,308,365,379,477
TPRX1,0,0,0,0,0,0,0,0
CRX,0,2,0,0,0,0,0,0
LINC01595,0,0,0,0,0,0,0,0
SULT2A1,0,0,0,0,0,0,0,0
BSPH1,0,0,0,0,0,0,0,0
ELSPBP1,0,0,0,0,0,0,0,0
CABP5,3,0,0,0,4,0,0,0
PLA2G4C,326,94,225,12,35,26,12,0
PLA2G4C-AS1,0,0,4,0,0,0,0,0
LIG1,111,215,159,133,577,805,536,863
AC011466.3,0,2,0,0,15,2,0,2
AC011466.2,0,0,0,0,0,8,0,0
ZSWIM9,6,1,7,8,0,7,9,17
CARD8,2231,1916,2490,2036,2635,2840,2680,2295
AC011466.1,2,8,6,3,0,31,11,10
CARD8-AS1,320,197,304,237,234,255,328,263
ZNF114-AS1,2,0,2,0,3,0,1,0
ZNF114,2,1,1,13,0,0,18,0
CCDC114,7,0,15,20,67,51,28,17
EMP3,911,1027,1077,777,413,534,512,816
TMEM143,117,47,118,141,168,206,188,307
SYNGR4,0,0,0,0,0,0,0,0
KDELR1,959,977,768,674,339,310,273,385
GRIN2D,0,0,0,5,0,0,0,0
GRWD1,770,560,822,693,523,701,640,709
KCNJ14,8,38,11,27,23,0,29,10
AC008403.2,0,0,0,0,0,0,0,0
CYTH2,636,630,723,503,483,525,361,664
LMTK3,0,0,0,0,0,0,0,1
AC008403.3,0,0,0,0,0,0,0,9
SULT2B1,0,0,0,0,0,1,0,5
FAM83E,0,0,0,0,0,7,0,0
SPACA4,0,0,0,0,0,0,0,0
RPL18,1141,2917,1981,2109,982,1474,1001,1705
AC022154.1,6,6,3,1,8,2,5,10
SPHK2,292,183,261,280,170,168,212,335
DBP,111,44,74,72,9,49,30,117
CA11,14,14,19,13,15,33,30,43
NTN5,0,1,0,2,0,8,0,7
FUT2,10,0,28,26,13,10,13,15
MAMSTR,8,0,5,5,16,21,21,13
RASIP1,0,0,7,3,0,0,1,0
IZUMO1,3,0,0,0,0,0,0,0
FUT1,0,0,0,0,0,0,0,0
FGF21,0,0,0,0,0,0,0,0
BCAT2,440,286,319,357,152,123,80,213
AC026803.3,0,0,0,0,0,0,0,3
HSD17B14,0,0,3,7,0,0,5,2
PLEKHA4,6,22,4,4,6,5,15,49
PPP1R15A,31631,31216,9917,8101,9417,7450,3711,3992
TULP2,52,43,2,7,1,0,0,2
NUCB1,2245,2144,2261,2092,2846,3070,2460,3374
NUCB1-AS1,0,0,0,0,0,4,0,0
AC026803.1,1,0,0,1,1,1,0,0
DHDH,0,0,0,0,0,5,7,10
BAX,209,189,217,136,95,128,163,216
AC026803.2,0,0,0,0,0,1,0,1
FTL,17172,14276,13304,11150,2508,2606,3379,5030
GYS1,1093,988,1100,1082,730,1041,618,928
RUVBL2,858,706,891,738,735,494,506,787
LHB,2,0,6,0,0,0,3,0
AC008687.4,4,1,6,0,0,1,1,4
CGB3,0,0,0,0,0,0,0,0
CGB2,0,0,0,0,0,0,0,0
CGB1,0,0,0,0,0,0,0,0
CGB5,0,0,0,0,0,0,0,0
CGB8,0,0,0,0,0,0,0,0
CGB7,0,0,0,0,0,0,0,0
AC008687.2,0,0,0,0,0,0,0,0
NTF4,0,0,0,0,0,0,0,0
AC008687.3,0,0,0,0,0,0,0,0
KCNA7,0,0,0,0,0,0,0,0
SNRNP70,202,301,292,152,257,441,213,396
LIN7B,12,26,28,18,55,36,23,71
C19orf73,0,1,4,4,4,6,6,4
PPFIA3,0,0,1,4,6,32,28,20
HRC,0,0,0,0,0,0,0,0
TRPM4,39,68,120,66,0,0,1,4
SLC6A16,15,5,36,6,153,150,97,180
AC011450.1,5,2,18,11,28,18,14,16
CD37,4285,3258,4018,3204,2237,2108,2451,3390
TEAD2,0,31,2,3,0,0,2,5
AC010524.1,0,0,0,0,0,0,0,0
DKKL1,0,0,0,0,0,0,0,0
AC010643.1,0,0,0,0,0,0,0,0
CCDC155,5,0,0,0,0,0,0,0
PTH2,0,0,0,0,0,0,0,0
GFY,0,0,0,0,0,0,0,0
SLC17A7,0,0,0,0,0,0,0,0
PIH1D1,904,633,789,653,865,898,850,1093
ALDH16A1,845,733,1115,662,234,488,458,756
FLT3LG,47,17,23,22,57,79,96,143
RPL13A,7234,8143,8006,7009,2863,3128,3794,5997
RPS11,1751,4219,2853,2455,991,1283,1124,1478
FCGRT,7022,5975,6372,6638,71,83,64,200
RCN3,265,501,148,325,0,5,8,9
NOSIP,469,388,442,378,517,326,599,684
PRRG2,0,0,1,2,0,3,2,0
PRR12,26,50,19,14,21,31,3,30
AC011495.2,0,0,0,0,0,0,0,0
RRAS,24,19,16,15,7,3,3,10
SCAF1,26,28,31,13,19,33,19,28
IRF3,598,546,471,431,759,645,615,1029
BCL2L12,22,22,37,28,27,19,30,47
PRMT1,1356,964,1089,894,841,639,699,1054
ADM5,10,40,6,16,7,5,24,55
AC011495.3,0,0,0,0,0,0,0,0
CPT1C,0,1,0,0,15,0,0,0
TSKS,28,26,28,13,0,0,0,27
AP2A1,1162,1294,1446,1237,977,1229,784,1448
FUZ,132,74,115,87,97,164,143,154
AC006942.1,3,0,2,3,3,5,3,5
MED25,284,297,335,237,280,253,180,201
PTOV1-AS1,1,0,27,3,0,0,0,0
PTOV1,155,197,337,105,231,348,202,401
AC018766.1,1,0,1,0,0,0,3,0
PTOV1-AS2,32,37,40,23,44,102,63,88
PNKP,197,148,322,171,250,418,299,518
AKT1S1,80,85,177,65,13,101,28,62
TBC1D17,284,459,430,260,481,632,483,643
IL4I1,283,151,153,73,11,8,0,6
NUP62,2486,1897,2294,2154,993,1082,818,1476
ATF5,142,92,140,88,30,4,14,24
SIGLEC11,62,2,15,53,5,0,3,0
VRK3,911,915,1075,820,1099,1244,1312,1963
ZNF473,220,40,270,137,174,427,248,173
AC010624.3,1,0,0,2,3,4,9,3
AC010624.1,2,4,4,4,0,0,2,1
AC010624.2,0,0,0,0,0,0,0,0
AC010624.5,0,0,0,0,0,0,0,0
IZUMO2,0,1,0,0,0,0,0,0
MYH14,0,0,0,0,0,0,0,0
AC008655.1,0,0,0,0,0,0,0,0
KCNC3,20,7,60,9,2,0,0,0
NR1H2,2332,2064,1918,1561,1135,1292,939,1247
NAPSA,311,202,226,225,37,13,40,33
AC008655.2,0,0,2,3,1,2,1,1
POLD1,369,378,426,414,442,652,442,671
SPIB,401,240,338,270,33,35,31,19
MYBPC2,0,2,4,7,0,0,0,0
FAM71E1,4,0,0,9,1,0,0,2
EMC10,344,411,666,281,274,319,303,389
AC020909.3,0,0,0,0,0,0,0,0
AC020909.2,0,0,0,0,0,0,0,0
JOSD2,68,64,65,107,24,29,46,64
ASPDH,2,6,8,1,0,1,0,0
LRRC4B,3,0,4,4,0,0,0,0
AC008743.1,0,0,0,0,0,0,0,0
SYT3,0,0,0,0,0,0,0,0
C19orf81,0,0,0,0,0,0,0,0
SHANK1,0,0,0,0,0,0,0,0
CLEC11A,58,75,49,84,5,7,2,9
GPR32,0,0,0,0,0,0,0,1
AC010325.1,0,3,0,0,0,2,0,1
ACP4,2,8,7,5,4,3,2,7
AC010325.2,0,0,1,1,0,4,3,0
C19orf48,333,327,292,258,191,195,216,359
KLK1,2,0,1,4,0,0,1,0
KLK15,0,0,0,0,0,0,0,0
AC011523.1,0,0,0,0,0,0,0,0
KLK3,0,0,0,0,0,0,8,0
KLK2,0,0,0,0,2,0,0,0
KLK4,0,0,0,0,0,0,0,0
KLK5,0,0,0,0,0,0,0,0
AC011483.2,0,0,0,0,0,0,0,0
KLK6,0,0,0,0,0,0,0,0
AC011483.1,0,0,0,0,0,0,0,0
KLK7,1,0,0,0,0,0,0,0
KLK8,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0
KLK10,1,0,0,0,0,0,0,0
AC011473.2,0,0,0,0,0,0,0,0
KLK11,0,0,0,0,0,0,0,0
KLK12,0,0,0,0,0,0,0,0
AC011473.3,0,0,0,0,0,0,0,0
AC011473.1,0,0,0,0,0,0,0,0
KLK13,0,0,0,0,0,0,0,0
KLK14,0,0,0,0,0,1,0,0
CTU1,0,0,8,0,0,3,0,2
SIGLEC9,3263,2462,3009,3415,186,452,188,635
SIGLEC7,900,658,1198,807,862,1004,1449,2286
AC063977.6,5,16,5,20,22,62,52,79
CD33,4699,4237,4424,4423,89,29,18,50
SIGLECL1,11,46,5,1,0,0,0,0
AC063977.3,0,0,0,0,0,0,0,0
LINC01872,0,0,0,0,0,0,0,0
IGLON5,0,0,0,0,0,0,0,0
VSIG10L,85,68,71,72,0,0,0,6
AC008750.3,0,1,0,0,0,0,0,0
AC008750.4,0,0,0,0,0,0,0,0
ETFB,198,230,207,211,116,85,92,169
AC008750.5,1,8,1,0,7,4,2,7
CLDND2,3,0,4,1,14,60,54,58
NKG7,95,95,69,55,8692,9081,9049,14072
LIM2,0,0,0,0,15,48,38,87
C19orf84,0,0,0,2,12,12,1,11
AC008750.7,0,0,0,0,13,23,21,51
SIGLEC10,771,821,1024,804,148,324,133,301
AC008750.1,5,13,2,0,19,39,7,28
AC008750.2,0,0,0,1,25,36,14,43
SIGLEC8,0,0,0,0,0,0,0,0
CEACAM18,0,0,0,0,0,0,0,0
SIGLEC12,62,58,151,0,0,0,0,0
SIGLEC6,480,326,358,343,75,32,22,46
AC020914.1,0,0,0,0,0,0,0,0
ZNF175,121,272,173,185,64,53,95,155
AC018755.1,0,0,0,0,0,0,0,0
SIGLEC5,850,1205,1351,1112,1,11,8,18
AC018755.4,135,167,257,216,0,2,2,1
SIGLEC14,1649,1322,2568,1054,18,43,40,13
SPACA6P-AS,0,0,0,0,0,0,0,0
SPACA6,11,3,2,10,0,1,7,1
HAS1,9,0,1,0,0,0,0,0
FPR1,3265,1633,1618,1657,0,27,6,20
FPR2,348,139,49,135,9,16,7,1
AC018755.5,22,7,0,0,0,0,0,0
FPR3,782,593,1249,543,0,0,0,0
ZNF577,150,358,381,238,207,330,313,427
AC006272.1,0,3,1,1,0,0,0,0
ZNF649-AS1,0,0,5,0,6,10,3,2
ZNF649,107,295,205,171,277,208,305,362
ZNF613,110,38,109,112,124,106,184,154
ZNF350-AS1,12,37,81,66,184,62,91,100
ZNF350,189,138,289,248,405,454,341,515
ZNF615,60,139,236,265,113,332,365,285
ZNF614,154,121,199,297,141,418,346,400
ZNF432,46,35,57,115,185,291,164,255
AC011468.5,11,2,4,1,5,2,4,12
AC011468.1,0,17,4,2,5,4,22,8
ZNF841,103,28,99,81,225,312,346,348
ZNF616,55,103,249,70,111,140,189,461
AC011468.3,0,0,0,1,0,0,7,7
ZNF836,14,25,73,64,274,432,388,418
AC010320.1,0,0,0,3,1,0,0,0
PPP2R1A,4482,3961,4079,4110,3738,4338,3331,5030
AC010320.2,12,5,2,10,5,5,7,14
ZNF766,278,374,419,436,471,524,630,950
AC010320.3,1,0,4,5,3,0,6,6
ZNF480,351,445,250,196,316,383,309,448
AC010320.4,5,0,0,5,0,0,0,5
ZNF610,4,7,11,23,29,23,1,0
ZNF880,73,103,189,138,179,159,282,251
ZNF528-AS1,34,17,20,24,3,55,53,50
ZNF528,28,35,85,103,154,230,218,195
ZNF534,0,0,0,1,0,0,0,0
ZNF578,0,0,0,0,26,26,53,70
AC010332.3,0,0,0,0,1,19,2,10
AC022150.3,0,0,0,0,0,0,0,0
ZNF808,151,165,282,170,426,824,720,668
ZNF701,131,220,238,243,475,533,541,494
AC022150.1,0,0,0,0,0,0,0,0
ZNF83,470,541,725,576,613,1269,1010,1111
AC022150.2,3,13,5,10,0,6,15,19
AC022150.4,39,102,73,88,179,208,323,340
ZNF611,267,117,318,227,1232,1243,855,798
ZNF600,211,226,267,208,3897,2299,2706,3429
ZNF28,338,417,331,518,956,1151,731,1036
ZNF468,366,389,446,596,940,726,757,1452
ZNF320,15,13,53,38,29,46,54,69
ZNF888,71,170,133,79,95,248,150,179
AC010487.2,1,1,0,0,4,5,1,2
ZNF816,154,149,186,206,102,204,377,294
AC010328.1,0,0,0,0,0,0,1,0
ERVV-1,0,0,0,0,1,0,0,0
ERVV-2,0,0,0,0,0,0,0,0
ZNF160,393,289,516,357,835,1242,1114,892
ZNF415,43,4,52,7,40,19,21,94
ZNF347,40,80,172,110,29,59,156,136
ZNF665,12,4,47,17,25,74,91,50
AC092070.1,0,0,0,0,0,0,0,0
ZNF677,130,45,215,155,293,104,286,236
AC092070.3,0,0,0,0,3,0,2,0
VN1R2,0,0,0,0,0,0,0,0
VN1R4,0,0,0,0,0,0,0,0
AC092070.4,0,0,0,0,0,0,0,0
ZNF845,117,39,198,232,306,298,397,562
ZNF525,66,59,162,92,231,238,188,288
ZNF765,73,38,188,148,309,474,432,302
AC022137.4,56,113,147,98,159,415,261,211
ZNF761,274,65,280,352,311,312,372,490
ZNF813,63,68,141,53,148,216,178,272
ZNF331,704,389,413,372,997,806,502,993
DPRX,0,0,0,0,0,0,0,0
AC011453.1,0,0,0,0,0,0,0,0
AC008753.3,17,37,13,18,0,0,0,0
AC008753.2,0,1,1,2,0,0,0,0
NLRP12,501,431,668,700,0,9,0,0
AC008440.1,0,6,7,0,1,1,11,0
MYADM,5912,7492,5387,5379,1035,1263,1084,732
AC008440.2,0,0,0,0,0,0,0,0
PRKCG,0,10,5,0,0,0,0,0
CACNG7,0,0,0,0,0,0,0,0
CACNG8,0,0,0,0,0,0,0,0
CACNG6,0,0,0,0,0,0,0,0
VSTM1,9,4,10,7,0,0,0,0
TARM1,0,0,0,0,0,0,0,0
OSCAR,859,712,973,842,15,16,5,24
NDUFA3,28,106,58,65,65,111,112,135
TFPT,47,49,60,48,28,36,27,53
PRPF31,759,600,727,706,665,721,630,758
AC245052.4,11,14,14,9,4,24,10,25
CNOT3,276,288,396,273,223,455,292,335
LENG1,48,47,86,48,68,82,55,84
TMC4,24,11,1,30,54,38,19,109
MBOAT7,1532,1738,2199,1633,69,340,144,348
TSEN34,514,270,1324,330,74,100,139,254
AC245052.1,4,0,8,4,0,0,0,0
RPS9,2857,2804,3178,2695,685,668,660,918
LILRB3,2558,2897,4058,2855,20,20,8,15
AC245052.7,0,0,3,0,0,0,0,0
LILRA6,867,713,1343,1545,8,3,4,8
LILRB5,12,12,1,2,0,7,0,0
LILRB2,4536,5026,4850,3633,43,133,53,53
LILRA5,1381,1220,1610,891,3,21,28,33
LILRA4,75,89,180,209,99,33,29,86
LAIR1,596,320,436,832,334,3454,2524,5908
TTYH1,13,48,20,28,1,41,14,14
AC245884.1,0,0,0,0,0,0,0,0
AC245884.9,2,9,0,2,0,13,0,0
AC245884.10,2,0,1,0,1,2,2,0
AC245884.8,22,0,20,24,20,13,18,25
LENG8-AS1,7,7,17,14,28,11,7,24
LENG8,470,491,1555,295,306,1250,593,1054
LENG9,13,7,26,0,0,0,2,1
CDC42EP5,0,0,0,0,0,0,0,0
LAIR2,3,0,0,2,118,40,17,124
LILRA2,3267,2915,2950,3740,42,36,1,79
AC245036.5,0,0,0,0,0,0,0,0
LILRA1,4040,2771,3856,3897,23,52,39,26
LILRB1,2271,1356,1272,1760,309,2144,1215,1747
LILRB1-AS1,0,0,0,0,0,0,0,2
LILRB4,1761,1556,1936,2214,6,9,28,16
KIR3DL3,0,0,0,0,9,17,17,31
KIR2DL3,0,0,0,0,666,1404,1719,1850
KIR2DL1,0,0,1,0,937,749,1489,1532
KIR2DL4,3,0,0,0,457,254,1515,585
KIR3DL1,1,0,3,0,1856,999,6386,5847
KIR3DL2,0,1,0,0,799,3984,2426,1948
FCAR,69,1,25,75,8,0,8,3
AC245128.3,0,0,0,0,0,0,0,0
NCR1,0,0,0,0,1057,948,1239,1613
NLRP7,0,0,0,0,215,97,211,189
NLRP2,15,218,38,51,350,710,455,446
AC011476.3,4,4,5,1,29,44,32,62
GP6,5,5,7,1,32,79,42,81
RDH13,221,160,277,255,382,582,542,706
EPS8L1,3,3,7,5,13,107,60,76
PPP1R12C,98,143,90,35,26,64,65,53
AC010327.8,0,19,20,5,20,14,1,10
TNNT1,33,1,17,18,0,0,0,0
TNNI3,0,0,0,0,0,0,0,0
DNAAF3,0,0,5,0,0,0,0,0
AC010327.4,0,0,0,0,0,0,0,0
SYT5,7,0,0,0,0,4,1,0
PTPRH,0,20,14,25,0,0,0,0
AC010327.7,0,0,0,0,0,0,1,0
AC010327.5,7,0,6,0,0,9,10,8
TMEM86B,58,159,79,90,70,55,69,105
PPP6R1,866,1114,897,693,1499,1692,1302,1842
HSPBP1,440,377,422,342,185,231,195,476
BRSK1,0,0,0,0,0,0,0,0
AC020922.2,0,0,0,0,0,0,0,0
TMEM150B,35,4,8,13,0,0,0,0
AC020922.4,0,0,0,1,2,0,0,0
KMT5C,15,37,49,26,27,54,51,25
COX6B2,0,27,0,0,0,0,0,2
FAM71E2,0,0,0,0,0,0,0,0
IL11,0,0,0,0,0,0,0,0
TMEM190,0,0,0,0,0,0,0,0
AC020922.3,0,0,0,0,0,0,0,0
TMEM238,0,0,0,0,0,0,0,0
RPL28,330,977,524,531,231,504,331,459
UBE2S,55,57,43,32,45,66,35,43
SHISA7,0,0,0,0,0,2,0,0
ISOC2,267,156,216,212,92,56,85,149
C19orf85,0,0,0,0,0,0,0,0
AC008735.3,0,0,0,0,0,0,0,0
ZNF628,6,8,0,0,10,10,5,2
NAT14,0,6,0,1,0,2,1,3
SSC5D,4,2,2,1,0,14,0,9
SBK2,0,0,0,0,0,0,0,0
SBK3,0,0,0,0,0,0,0,0
ZNF579,5,0,2,2,0,0,2,0
FIZ1,22,26,18,13,0,18,5,14
ZNF524,183,116,145,136,54,38,52,128
ZNF865,3,34,4,8,3,3,5,7
AC008735.4,1,0,0,0,0,0,2,0
ZNF784,7,11,12,10,5,5,1,4
ZNF580,77,112,149,74,27,52,18,90
ZNF581,279,237,412,325,92,70,82,162
CCDC106,26,38,45,25,22,4,5,10
U2AF2,233,199,150,92,132,217,83,123
AC008735.2,5,3,3,0,1,5,0,6
AC008735.1,0,0,0,1,0,0,0,0
EPN1,316,276,439,139,52,239,159,194
AC010525.1,2,2,0,1,1,0,5,0
NLRP9,0,0,0,0,0,0,0,0
RFPL4A,22,11,1,22,0,0,0,0
RFPL4AL1,10,0,0,6,0,0,0,0
NLRP11,0,0,0,0,0,0,0,0
NLRP4,28,37,11,10,0,0,0,0
NLRP13,0,0,0,0,0,0,0,0
NLRP8,0,0,0,0,0,0,0,0
NLRP5,0,0,0,0,0,0,0,0
LINC01864,0,0,0,0,0,3,0,0
ZNF787,22,13,7,10,26,26,10,13
ZNF444,96,78,180,31,43,171,133,244
GALP,0,0,0,0,0,0,0,0
ZSCAN5B,0,0,0,0,0,0,0,0
ZSCAN5C,0,0,10,0,0,0,13,0
ZSCAN5A,163,166,115,205,42,63,44,95
EDDM13,13,2,5,18,4,12,11,15
AC006116.5,0,4,3,1,0,1,0,1
AC006116.8,8,0,6,7,0,6,2,0
AC006116.6,0,0,0,0,0,0,0,0
AC006116.9,0,0,0,0,0,0,1,0
ZNF582,66,25,60,72,146,91,112,122
AC006116.10,81,69,133,77,159,56,100,53
AC006116.11,0,0,0,0,0,4,1,2
AC006116.4,0,0,2,2,4,2,5,1
ZNF582-AS1,9,0,1,14,7,8,8,32
ZNF583,79,55,59,90,108,114,120,247
ZNF667,11,0,30,0,0,8,25,0
ZNF667-AS1,86,6,85,55,58,23,32,9
ZNF471,31,0,59,0,50,0,68,0
AC005498.1,0,0,0,0,0,0,0,0
AC005498.2,0,0,0,0,0,0,1,0
ZFP28,41,29,31,41,125,25,58,57
AC005498.3,2,0,11,7,1,3,6,4
ZNF470,43,81,53,48,69,87,104,136
ZNF71,160,194,202,179,263,346,158,347
SMIM17,1,0,6,4,0,7,10,0
ZNF835,12,0,23,22,19,0,46,43
AC006115.2,3,0,0,1,7,13,6,7
ZIM2,0,0,0,0,0,0,0,0
PEG3,0,0,0,10,0,0,0,0
MIMT1,0,0,0,0,0,0,0,0
USP29,0,0,0,0,0,0,0,0
ZIM3,0,0,0,0,0,0,0,0
DUXA,0,0,0,0,0,0,0,0
ZNF264,144,124,371,204,150,265,351,439
AURKC,5,31,6,0,3,7,6,7
ZNF805,250,389,477,360,379,847,713,770
AC005261.3,0,0,0,0,0,0,0,0
ZNF460-AS1,0,7,4,4,27,7,1,5
ZNF460,378,123,300,161,105,637,542,264
AC005261.1,213,413,349,217,333,520,347,464
ZNF543,80,122,155,137,124,151,182,183
AC005261.2,0,0,0,2,0,1,0,0
ZNF304,73,188,127,266,57,194,198,275
ZNF547,31,61,52,39,0,5,7,22
TRAPPC2B,21,17,51,26,47,11,19,30
ZNF548,283,421,430,547,908,718,716,1006
ZNF17,55,5,92,25,112,192,83,146
ZNF749,6,21,24,43,17,65,22,85
AC004076.2,0,0,12,7,12,20,12,16
VN1R1,0,19,1,16,0,4,9,27
ZNF772,171,224,219,209,263,163,120,133
AC003005.2,0,0,0,0,0,1,0,0
ZNF419,55,173,126,94,122,106,167,222
ZNF773,104,147,68,117,152,187,81,183
ZNF549,123,82,142,162,286,205,455,329
ZNF550,193,98,311,132,355,670,741,634
ZNF416,91,135,69,30,118,52,119,83
ZIK1,57,4,97,153,184,85,151,94
ZNF530,43,0,30,40,37,96,18,233
ZNF134,244,260,368,367,532,516,298,484
AC003682.1,0,1,0,0,0,0,0,0
ZNF211,253,276,469,548,992,1224,830,891
ZSCAN4,0,0,0,0,0,0,0,0
ZNF551,49,143,276,298,211,286,209,260
ZNF154,17,92,40,91,247,132,133,139
ZNF671,253,488,277,349,305,275,301,603
ZNF776,97,150,229,325,184,350,293,376
ZNF586,520,339,436,467,616,354,440,639
ZNF552,57,79,117,151,147,252,154,184
ZNF587B,197,287,204,282,157,161,166,416
ZNF814,88,146,170,109,213,248,183,284
ZNF587,165,257,282,137,125,302,317,211
AC010326.3,13,19,15,25,22,11,23,18
ZNF417,148,185,183,116,161,160,232,234
ZNF418,30,45,52,61,88,40,55,43
ZNF256,130,27,78,50,224,29,110,137
C19orf18,6,5,5,3,0,1,0,6
ZNF606,44,140,77,176,140,134,113,225
AC008969.1,11,44,41,10,35,16,79,116
AC008969.2,0,0,0,0,0,0,0,0
ZSCAN1,0,0,0,0,0,0,0,0
ZNF135,15,102,59,56,15,50,48,21
ZSCAN18,49,59,104,77,85,41,87,80
ZNF329,65,0,80,78,104,67,55,74
AC008751.3,0,0,0,0,0,0,0,0
ZNF274,269,377,388,329,691,527,485,631
