"","DZQV_mDC_rep4","925L_mDC_rep2","9JD4_mDC_rep1","G4YW_mDC_rep3","DZQV_NK_rep4","925L_NK_rep2","9JD4_NK_rep1","G4YW_NK_rep3"
"LINC00885",0.610057489419679,-0.57551417360369,-0.37168293994443,-0.572668520444777,-0.570870943673975,-0.577706505671583,-0.573524565060715,-0.578756076813866
"ZDHHC19",-2.11604210437627,-2.11621833400783,-2.08402278945419,-2.11427846705247,-2.1131271285384,-2.11782818709251,-2.11484598649287,-2.11864029770226
"SLC51A",5.57487055457958,4.02129511734329,4.51577806287918,5.67307623828751,5.79908493086947,5.90648384084961,5.99829072000882,5.86554272808921
"PCYT1A",10.1574743053501,9.81528261724471,9.97393548781637,10.0886689885248,10.2394979419567,10.2088975682343,10.2289141379484,9.93929954738196
"AC069257.1",4.59346627152682,5.25746695159173,4.1915376399445,3.83522995365846,4.13247058494775,4.60004869753107,5.20213688995688,4.55148408905304
"TCTEX1D2",3.82131466021593,4.24959426593166,4.31060477650595,4.09556543640484,4.79694831372342,4.01878229931607,4.49471722114432,3.81835582694616
"TM4SF19-AS1",1.70436450225776,3.04438709712877,2.66623881011352,2.04978975593205,3.4465488576316,3.72772489585857,4.33840583129742,4.17989205046154
"TM4SF19",2.18190884227118,2.1719537363212,1.36268271569758,3.66042539817091,5.7216818437255,6.49867897609581,7.2241619849586,6.50257867587849
"UBXN7",9.43652055165435,9.37872983115145,9.31662519957087,9.05437322229689,9.82589748683374,10.7930164109584,10.4730100370702,10.0374369451942
"UBXN7-AS1",1.37563001521415,0.83003700164268,1.12363649565157,0.834505782013995,1.1942172750997,1.71795866009695,1.01513992706003,1.40522689318684
"RNF168",10.1975534373145,10.1774576035143,10.5739260178356,9.98682728056946,10.682158226419,10.671371206368,10.7338975313472,10.505382920475
"AC117490.2",1.53745559470334,0.946545141075844,1.39275168366015,1.1572233647813,2.13614399914342,1.26100677874851,0.950741558085655,1.65425333037418
"SMCO1",0,0,0,0,0,0,0,0
"WDR53",7.4310354595481,6.92099941651797,6.91511877133721,6.54018347997078,6.3206690925443,6.34646150922169,7.04529001375117,7.14011678212358
"FBXO45",6.61173388530696,8.03488318175071,6.70583357771531,6.58185333548929,7.10920993911735,6.96957350102069,5.89496072896883,5.63555235508802
"AC092933.2",-1.43125043945928,-1.32325633993953,-1.4358208167615,-1.20838933273532,-1.4217828376683,-1.43705148923246,-1.42736554694386,-1.43968915770414
"LINC01063",-1.76743357164643,-1.76777562992363,-1.64040454786557,-1.76401038600353,-1.76177566040646,-1.77090032335821,-1.76511193016696,-1.77247661421019
"NRROS",8.00888021771612,7.79310005968165,7.67522068909331,7.80624346689512,6.7096937281339,6.36359632878326,6.41992488278859,6.93858359512489
"PIGX",7.05911689621727,7.23490119060976,7.77893590245086,7.10500777783014,7.21468969456165,7.59609673341139,6.9069648552616,7.84196447571051
"CEP19",4.98203313148443,5.72218732401582,5.636016219551,6.51894603123208,5.80090736827378,6.04239256954018,5.63095173460329,5.83992384870221
"PAK2",11.7614628916309,11.8949295258305,11.5367095363418,11.5036821718147,11.0170357517913,11.1935453219838,10.6765621868314,10.7328254655029
"SENP5",10.150689555054,10.0167491474705,10.1741475679884,10.1112633807792,10.6089692053097,10.6028244721297,10.4938292789301,10.3279254572102
"AC016949.1",4.25700075907581,4.99419766573673,4.06096575606209,4.56439757667877,4.96077414170039,4.67433145000524,4.81945021016151,5.05311974070691
"NCBP2",10.4246130635424,10.3946426796274,10.4100478546397,10.676482105848,10.5831594195525,10.4015378020787,10.182511093254,10.2199556780766
"NCBP2-AS1",1.43195959920278,1.43030225832239,1.65079134561993,1.2915352077236,1.60888950991835,2.28967567762785,1.90752238706493,2.08379278236236
"NCBP2AS2",8.03551672156917,7.98119833811978,8.02923317409924,8.10367076350997,8.25160827549088,7.99463902725257,8.24941768010419,8.46023101152498
"PIGZ",6.7002754864124,5.83659502368216,5.93779080505668,6.25525866194229,5.27831509601657,3.95182366403729,4.21962506049218,4.40101629472528
"AC011322.1",-0.731748944763824,-0.350756633948967,-0.732485299471187,-0.432413391702173,-0.730055200060264,-0.732675035209157,-0.73108225876388,-0.602119502377025
"MELTF",3.7735297807108,3.96097472378927,3.07827765171906,2.69110461252457,2.18516408123649,2.57104481347137,3.26815476742857,3.55506405497433
"MELTF-AS1",-1.42485794747758,-1.42533192422104,-1.4286425923117,-1.42011457334679,-1.41701800170496,-1.33975979810416,-1.42164093990526,-1.25219719434063
"DLG1",7.82225924058841,9.25839733974723,8.37205151756427,8.48622441576623,8.85183414773925,9.17948666428865,8.11889600382754,8.80618690298432
"DLG1-AS1",-1.76819278382488,-1.76855085080004,-1.77105190370054,-1.76460938938514,-1.76227007620898,-1.77182178327272,-1.69784586721125,-1.70555522644675
"AL121981.1",0,0,0,0,0,0,0,0
"AC128709.2",0,0,0,0,0,0,0,0
"AC128709.1",0,0,0,0,0,0,0,0
"AC128709.3",0,0,0,0,0,0,0,0
"LINC02012",2.13555704182068,1.31168573110974,1.30407980224998,2.83888962150868,2.76217737160044,1.30180663737682,2.05519489293844,2.64916709267359
"BDH1",7.51200810859892,6.07482991706024,7.14932071567854,7.27230531146025,7.64563009089355,8.09207650255668,7.96451294210021,7.93169039421797
"AC024560.3",-1.13422820145784,-1.13502111149872,-1.13990024734656,-1.12629306745003,-0.691181591709611,-1.14005211294105,-0.978450706193738,-1.14036818359149
"AC024560.4",1.36745829495428,1.21985587289956,1.46349736690812,1.64501889339206,1.05423400076999,1.65169791182903,2.04998942110842,1.32636173857913
"AC024560.1",0,0,0,0,0,0,0,0
"AC024560.5",0,0,0,0,0,0,0,0
"RUBCN",8.04069542480165,6.84692622234327,8.82440877084665,7.05791409600364,7.45366134461181,9.02842381925124,8.29404568171108,8.60747335906259
"FYTTD1",10.8930110698948,10.2933064562969,10.8261047799499,10.7995194429172,11.5598877343803,11.3593881199054,11.4353174885876,11.2437244374486
"AC055764.2",0.817818738147919,1.00073067386243,1.36233889915151,1.54609061588905,0.825847528973278,0.98362932784439,1.17501801619379,1.899425864674
"LRCH3",8.98346105797632,9.13801968374741,9.25491439030872,9.4065400697833,9.50197583892763,9.97099011920332,10.2509847867256,9.89218325133022
"AC055764.1",1.66343766288241,1.66188642036114,2.81877955828535,2.56774622964193,3.39397311634032,3.00590053801793,2.8433803664931,3.28031487360044
"IQCG",6.82949770033606,6.82725603741509,7.53201101452916,7.32970263925349,6.88381387272078,6.71489050108884,6.86334409424279,8.14587634188263
"RPL35A",9.73105581577846,10.4954611532821,9.96291004137516,9.92207370210227,9.60442099569648,9.99518367227985,9.31579660152541,9.46256574954261
"LMLN",6.3829093892458,6.50332403657058,5.92643316354174,6.33037365566913,6.50867192925023,6.48254946381219,5.50391374878521,6.06058258575478
"AC135893.1",0,0,0,0,0,0,0,0
"LMLN-AS1",0,0,0,0,0,0,0,0
"ZNF595",7.10751613646216,7.00936998148882,7.95992813587926,7.47354419606453,9.52014681884378,10.0082664650354,9.83837352049943,9.55751893110005
"ZNF718",6.77091577841799,8.22220437901074,7.42626305616294,7.44345459526945,8.24231837597078,8.28316280905278,8.3766642894217,8.4986293763865
"AC253576.2",2.19388588862035,1.69238555162546,2.15935618966734,2.43686068600013,2.37742168929614,2.90931758193342,2.32668572217121,2.22190727743237
"ZNF732",0.520587812080338,3.00318692796812,0.507886860769812,1.15714430846603,0.548104129080075,1.40856092457098,0.884242976069787,1.22723558137599
"AC079140.6",-1.1347220186461,-1.13542657588458,-1.13881192646806,-0.994033666811028,-0.989430673109689,-1.01535605903792,-1.12993999926941,-1.02065757150998
"ZNF141",7.2207828663703,8.01858872730517,7.84739427227278,8.5675434740419,8.38215765427651,8.89284742912979,8.8418463420954,9.24400541130481
"AC092574.2",0,0,0,0,0,0,0,0
"AC092574.1",-2.11723712550166,-2.1174633346928,-2.11904337751403,-2.11497331226564,-2.07058905213187,-2.1195297497499,-2.1157017829118,-2.12057217878144
"ZNF721",7.94889377763449,8.32939896358214,8.76774315207467,8.90175658447462,9.52503950155612,9.99020738808427,10.1527891046314,9.96562317320446
"PIGG",9.69255525444962,9.41633836490385,9.24456667595807,9.70737297538475,10.0164893330051,10.0716794424091,9.98718880855839,9.8783340902294
"TMEM271",0,0,0,0,0,0,0,0
"AC116565.1",0,0,0,0,0,0,0,0
"PDE6B",5.81787748890275,5.68775122923549,5.69295479310494,6.39696249023828,6.8027851820701,6.37826872286042,6.96073220119098,6.8856612039694
"AC107464.1",-0.326500033265523,-0.326753587750164,-0.328471533006344,-0.323855010087054,-0.322020406501997,0.804652933951751,-0.108914412746959,-0.148871389714487
"AC107464.3",3.22861864240177,2.44968346613041,3.1667773043102,3.10267303555499,4.41448199130909,3.79069974869999,4.16810195917458,3.8403914628267
"ATP5ME",5.03314534577695,6.59449079538349,5.56414795035679,5.69344970709317,4.80204337326158,5.16900193919425,5.28003847866209,5.14276159671899
"MYL5",5.69621574297765,6.74003813316606,5.82387063287532,6.50717866849355,4.6247096241984,5.79691439520636,5.2492593801941,6.03906463928341
"SLC49A3",3.65034939495921,4.13020442432728,4.50573595724718,4.11197148453715,1.90152042611197,2.31995829731081,3.34251931562282,3.78342465547332
"PCGF3",9.38507178922567,9.94280863261791,9.33643454490671,9.99494330151195,10.2706586266312,10.0735700165505,10.1571863366882,9.97637027909227
"AC107464.2",-1.10825061437532,-1.10915107109248,-1.11336326269881,-1.09923919523502,-1.09335635652292,-0.440312295641859,-1.10213897257512,-1.11396762255465
"AC139887.4",3.7548451799762,2.89582417443081,3.54653132206402,3.77690697433863,3.83594159904186,4.69894374367377,3.8161563213388,4.69966911470849
"AC139887.2",5.73341389202142,6.1035346076498,5.82722876999792,5.37842842388031,6.39746220954483,6.61587411337784,6.92845898357618,6.64754271879639
"AC139887.1",1.66284033318435,3.15167459466045,2.80901679065607,2.86381861678929,1.92873490969824,2.27997144427779,2.76298261741256,2.82587466262518
"CPLX1",0,0,0,0,0,0,0,0
"AC139887.3",0,0,0,0,0,0,0,0
"AC139887.5",-0.834548180891438,-0.834678067299992,-0.835556313959813,-0.833189192776639,-0.82889353039059,-0.672872192765681,-0.833638391746182,-0.0876613917804456
"GAK",10.8141160123447,10.6570580342381,10.5332304634922,10.9453015622769,11.2466342952943,11.484570634475,10.9653632867928,11.5029321208994
"TMEM175",9.80816031630832,9.86345823698905,9.45567321442391,9.77695161288723,10.1645655823312,9.80834157657681,9.99874792125474,10.1195334540899
"DGKQ",6.43118549374693,7.8003896311474,6.99228878913374,7.0750015607696,8.91905483267924,8.13883331350598,8.28298280687401,8.67780852129474
"SLC26A1",4.14228688265248,4.37478760956079,4.53751973249216,5.00735824175485,3.82837455144773,3.73855566857864,3.81981498693805,4.91984528500606
"IDUA",6.4151126037446,5.05626807712994,8.04220116323553,6.84775743242608,2.07166905917782,7.1089883413085,7.28400360687111,7.5558976373543
"FGFRL1",6.70037017891434,7.48513178738817,6.13522567669612,6.95235534766786,6.58088293935839,5.81651106296922,4.98672260381527,6.27000188425814
"AC019103.1",0,0,0,0,0,0,0,0
"RNF212",1.68370497367488,1.67982976055574,4.14553348051848,3.96930984558386,4.76333682617087,3.0690551179186,4.5397904960255,3.43269668064924
"AC092535.4",-1.30983921399835,-1.31044541930161,-1.31467968729388,-1.30377254808462,-1.29981210450353,-1.31598308892515,-1.30572473564494,-0.932718406062696
"AC092535.2",0.231311566825011,0.44623413055424,0.22795774964911,0.235795508174032,1.37795092512706,0.227087819251211,1.31474145701796,0.225269807961408
"SPON2",5.40972370718956,4.34354407401264,4.3891366514877,3.71776016105335,14.1160890216254,12.5765245414591,12.8005867631694,13.1871517734555
"AC092535.5",1.29204988903308,1.28221651185899,1.21334903500584,1.39008743471259,8.76353585028444,7.81308630604015,7.99326131607465,8.39954432404977
"CTBP1-AS",4.29693528646707,5.13177339657924,3.68210811177248,3.77444707535264,5.68669248043493,6.02081298973489,5.09530622612807,6.42574325254493
"CTBP1",8.96046595241227,9.57054071121721,8.71242870920897,9.34910687136967,10.0342829470723,9.66914077584506,9.38049227867928,10.2092043900777
"CTBP1-DT",6.24178356435934,7.00803293212801,7.1904253231359,5.68353744953457,7.5360056443783,7.84201489378934,8.18333062381052,8.58193289427031
"MAEA",9.98478211737573,9.88322416307799,9.77331516062847,9.99800641010788,10.6260475871647,10.2025334527337,9.99477739574057,10.2812606846386
"UVSSA",8.48259527250992,7.72959047743816,8.43428438336957,8.08825023242509,8.54857258035545,9.08304281798418,8.58181630552493,8.49641524681964
"AC078852.2",-1.21518506984967,-1.43157317851549,-1.43554698653921,-1.42531077159373,-1.31368434813409,-1.43677021281349,-1.42714287542022,-1.43939192204444
"AC078852.1",-1.4286725163895,-1.42920863052673,-1.43295332051742,-1.42330729549051,-1.31811692189132,-1.23073032383913,-1.42503376562194,-1.43657656839839
"CRIPAK",6.91221537807765,7.12841136454789,6.60171469266539,7.26833133301346,7.17647429532397,6.85682364988845,6.26263399647937,7.73343169690889
"NKX1-1",0,0,0,0,0,0,0,0
"AC147067.2",0,0,0,0,0,0,0,0
"AC147067.1",3.20251041337579,3.72971572895466,3.58470362366158,3.27769744490013,2.9780125604943,2.5945989346287,3.00990471492184,2.57031683629197
"FAM53A",5.2137274425482,4.67965201101043,5.12391681769831,4.23623545317644,3.78209991003119,2.75681785015186,3.18169317320818,2.7209325964967
"SLBP",9.91505953770769,9.26085256629541,9.81308834342763,9.57618166564948,9.65976555886115,9.514902230783,9.96923321424816,9.61136732184446
"AC016773.1",2.38533476169604,1.77577468205986,4.2680806289957,3.27373413921014,4.13923251854449,4.94282088557502,4.64538154300922,4.99542469216778
"TACC3",10.128799320677,10.024040756631,10.179137361736,10.424672625001,8.44826848044244,7.8205530272417,8.16266995482257,7.72140758828368
"TMEM129",8.59080249694429,8.31466870390795,8.34092918418439,8.50162694651929,7.96547676057038,8.62098499377108,7.99009838863603,8.74037208774091
"FGFR3",-1.76859498277152,-1.62991078400397,-1.77152182716277,-1.76492670778702,-1.7625319828553,-1.77230994301861,-1.76610711905318,-1.77399909134529
"LETM1",8.68771368206497,8.38758153372751,9.10269075393311,8.48662923918821,8.48534593220205,8.81462361031164,8.59240024955044,8.83520806690687
"NSD2",8.36211865843059,8.48387384506933,8.75909288201612,7.81229860440738,7.36408893544907,9.10365054946362,8.39249608890674,8.49316573739748
"NELFA",8.5820062233453,8.73753917395326,8.64201451558649,8.54065976309712,8.56868676217891,8.55660284926711,7.94326330232127,8.70227402307298
"C4orf48",2.56668731383517,3.86614131686039,3.56989431065666,3.3504546038183,2.5167850309773,2.72899989838392,2.93806314070834,2.35546353242866
"NAT8L",0,0,0,0,0,0,0,0
"POLN",2.66769067621441,1.47825762439135,2.20657864271424,1.90469706495229,2.85439158485188,2.08896997679881,1.71176664588886,2.89382961762683
"HAUS3",8.36040921961781,8.59622968169233,8.9187596047013,8.23152880283505,9.92835617483424,9.83503459079443,9.85321298296725,9.22914341044975
"AL136360.2",-1.28653242235302,-1.28717841286605,-0.87090337596948,-1.28006760159855,-1.27584723439455,-1.29307951934244,-1.28214791108585,-1.29605640662756
"MXD4",8.11129419630644,9.21857885269869,8.60723622662138,8.4595239632942,8.73521812826691,8.68410180696833,8.30990577068396,9.01553981842753
"ZFYVE28",3.54906079948296,3.76580488740419,5.10274034755853,5.57967863605707,8.15840677857776,8.30951801574464,7.9289237445093,8.57222588207089
"AL158068.2",-1.42485794747758,-1.42533192422104,-1.4286425923117,-1.42011457334679,-1.41701800170496,-1.33975979810416,-1.42164093990526,-1.25219719434063
"CFAP99",-0.544998262512257,-0.545141105804272,0.0516483446865977,-0.0795220801629824,-0.542459863319643,-0.546392624527016,-0.543997302491378,-0.546988516262991
"RNF4",11.0698030435493,11.2683086513849,11.3137190021948,11.3366440396515,11.6786780199605,11.3978567934987,11.249368736441,11.4957142917674
"AL645924.1",0,0,0,0,0,0,0,0
"FAM193A",8.75919313938435,9.20300148378839,8.37746725285802,8.59029470993822,8.0449793247963,8.95964436597202,8.57112161315637,8.5718372164493
"TNIP2",8.18967832003008,8.18910585470847,8.79266959883326,7.85881269756212,7.49677403198911,9.229037384291,8.23444584676185,8.89912722215418
"SH3BP2",11.4439245192598,11.2830435363569,11.357481641099,11.4526736433425,11.6357520740766,11.5009542918518,11.4357084437124,11.6080286910749
"ADD1",10.7585427402116,10.9172850170517,10.7630160774571,10.9497153541828,11.9087099926009,11.9529585815222,11.5952565090993,11.7823754038244
"AL121750.1",1.25642166912708,3.74335848487148,2.02412643580998,1.97552843344511,1.28437810248611,2.79450655470974,1.77777386295281,2.21624801096945
"MFSD10",10.1132480115462,10.0112358468432,9.9631262231409,10.3045096253519,10.2220705985463,10.3884034018313,10.4696265169729,10.9679028639916
"NOP14-AS1",6.59268899089341,6.12783652912537,6.68620480486331,6.61441544238251,8.04131737440606,8.21736893966058,6.85164147636064,8.15733226580566
"NOP14",7.66055740923776,7.51896829513319,8.55760916247237,7.44066682625744,7.01399620367721,8.3577090167116,7.65477813868301,7.90340881963437
"GRK4",3.50802357944978,3.21972012418513,3.79667198334439,2.77607118494906,2.95041649538866,2.35452402832793,3.9737066769862,3.96481032649559
"HTT",10.0996888126488,10.879509771209,10.2043131379248,10.116801862903,10.35295728088,10.7154452992966,10.4351139071835,10.6674567306601
"HTT-AS",0.0985994796808202,-0.0993562203406598,0.0839781638699822,-0.0962011272652792,-0.0942028258841367,-0.101780023409797,0.111622958183652,1.03486456187959
"MSANTD1",1.77455342079784,1.52481245291967,2.33458598688181,1.6852797626956,1.38935276250304,1.50999343267551,2.0087298680155,2.49038311989008
"RGS12",7.93715314119304,7.75598529397399,7.2516569272188,7.70169402715663,5.27206000324355,6.28226356667837,5.75141588424372,6.79699744248915
"HGFAC",0,0,0,0,0,0,0,0
"AL590235.2",0,0,0,0,0,0,0,0
"DOK7",2.60337186286305,2.41625287956783,2.94540877203567,1.63025621532669,4.73449776229547,2.9270443681804,4.93424720382135,4.55574495479173
"LRPAP1",10.6011116286923,10.2962547741895,10.209570037377,10.4614843186716,10.2734700107188,9.45296449729987,9.81272346498123,10.3059961452808
"AL590235.1",-0.926524582170046,-0.926602678830186,-0.67632517089818,-0.923857043665386,-0.61871955146353,-0.927285548547008,-0.925976428009168,-0.800365352120299
"LINC00955",0,0,0,0,0,0,0,0
"AL121796.1",0,0,0,0,0,0,0,0
"LINC02171",0,0,0,0,0,0,0,0
"LINC02600",0,0,0,0,0,0,0,0
"ADRA2C",0,0,0,0,0,0,0,0
"OTOP1",0,0,0,0,0,0,0,0
"TMEM128",8.38775631979866,8.2969506768444,8.33673731331934,8.76585729315502,8.49729867173352,7.85714255907991,8.93335128531326,8.75047295125222
"LYAR",7.83722224997309,8.00562175623559,7.44319498073132,7.90500617944068,9.10167063149931,8.88531511131857,9.49404807351158,9.2754221799149
"ZBTB49",6.98798200644034,5.66656818446407,7.49167408474237,7.19659726481965,8.41680382673547,8.25310578402267,8.15720258820723,7.62083837061776
"AC105415.1",-1.30983921399835,-1.31044541930161,-1.31467968729388,-1.30377254808462,-1.29981210450353,-1.31598308892515,-1.30572473564494,-0.932718406062696
"NSG1",1.20129995917951,1.19191616496315,3.76452955948767,1.29483100209969,7.98425291996339,8.90253661139309,5.23939606786844,5.32095205795751
"STX18",10.1417098637173,9.96659672433745,9.77105306916217,9.80234112102613,9.07736235819175,8.85172243619466,9.07117218223466,8.90014625143713
